SIGNATURE	LEMMA	DIAC	QC	COMMENTS	STATUS
VERB.C1S.AI	qAl-u		OK	??	
VERB.C1P.AI	qAl-u		OK	??	
VERB.C2MS.AI	qAl-u	qulo	OK		
VERB.C2FS.AI	qAl-u	quwliy	OK		
VERB.C2D.AI	qAl-u	quwlA	OK		
VERB.C2MP.AI	qAl-u	quwluwA	OK		
VERB.C2FP.AI	qAl-u	qulna	OK		
VERB.C3MS.AI	qAl-u		OK	??	
VERB.C3FS.AI	qAl-u		OK	??	
VERB.C3MD.AI	qAl-u		OK	??	
VERB.C3FD.AI	qAl-u		OK	??	
VERB.C3MP.AI	qAl-u		OK	??	
VERB.C3FP.AI	qAl-u		OK	??	
VERB.C1S.PI	qAl-u		OK		
VERB.C1P.PI	qAl-u		OK		
VERB.C2MS.PI	qAl-u		OK		
VERB.C2FS.PI	qAl-u		OK		
VERB.C2D.PI	qAl-u		OK		
VERB.C2MP.PI	qAl-u		OK		
VERB.C2FP.PI	qAl-u		OK		
VERB.C3MS.PI	qAl-u		OK		
VERB.C3FS.PI	qAl-u		OK		
VERB.C3MD.PI	qAl-u		OK		
VERB.C3FD.PI	qAl-u		OK		
VERB.C3MP.PI	qAl-u		OK		
VERB.C3FP.PI	qAl-u		OK		
VERB.C1S.AI.E0	qAl-u		OK	??	
VERB.C1P.AI.E0	qAl-u		OK	??	
VERB.C2MS.AI.E0	qAl-u	qulohu	OK		
VERB.C2FS.AI.E0	qAl-u	quwliyhi	OK		
VERB.C2D.AI.E0	qAl-u	quwlAhu	OK		
VERB.C2MP.AI.E0	qAl-u	quwluwhu	OK		
VERB.C2FP.AI.E0	qAl-u	qulnahu	OK		
VERB.C3MS.AI.E0	qAl-u		OK	??	
VERB.C3FS.AI.E0	qAl-u		OK	??	
VERB.C3MD.AI.E0	qAl-u		OK	??	
VERB.C3FD.AI.E0	qAl-u		OK	??	
VERB.C3MP.AI.E0	qAl-u		OK	??	
VERB.C3FP.AI.E0	qAl-u		OK	??	
VERB.C1S.PI.E0	qAl-u		OK	??	
VERB.C1P.PI.E0	qAl-u		OK	??	
VERB.C2MS.PI.E0	qAl-u		OK	??	
VERB.C2FS.PI.E0	qAl-u		OK	??	
VERB.C2D.PI.E0	qAl-u		OK	??	
VERB.C2MP.PI.E0	qAl-u		OK	??	
VERB.C2FP.PI.E0	qAl-u		OK	??	
VERB.C3MS.PI.E0	qAl-u		OK	??	
VERB.C3FS.PI.E0	qAl-u		OK	??	
VERB.C3MD.PI.E0	qAl-u		OK	??	
VERB.C3FD.PI.E0	qAl-u		OK	??	
VERB.C3MP.PI.E0	qAl-u		OK	??	
VERB.C3FP.PI.E0	qAl-u		OK	??	
VERB.C1S.AI	qay~al		OK	??	
VERB.C1P.AI	qay~al		OK	??	
VERB.C2MS.AI	qay~al	qay~ilo	OK		
VERB.C2FS.AI	qay~al	qay~iliy	OK		
VERB.C2D.AI	qay~al	qay~ilA	OK		
VERB.C2MP.AI	qay~al	qay~iluwA	OK		
VERB.C2FP.AI	qay~al	qay~ilna	OK		
VERB.C3MS.AI	qay~al		OK	??	
VERB.C3FS.AI	qay~al		OK	??	
VERB.C3MD.AI	qay~al		OK	??	
VERB.C3FD.AI	qay~al		OK	??	
VERB.C3MP.AI	qay~al		OK	??	
VERB.C3FP.AI	qay~al		OK	??	
VERB.C1S.PI	qay~al		OK		
VERB.C1P.PI	qay~al		OK		
VERB.C2MS.PI	qay~al		OK		
VERB.C2FS.PI	qay~al		OK		
VERB.C2D.PI	qay~al		OK		
VERB.C2MP.PI	qay~al		OK		
VERB.C2FP.PI	qay~al		OK		
VERB.C3MS.PI	qay~al		OK		
VERB.C3FS.PI	qay~al		OK		
VERB.C3MD.PI	qay~al		OK		
VERB.C3FD.PI	qay~al		OK		
VERB.C3MP.PI	qay~al		OK		
VERB.C3FP.PI	qay~al		OK		
VERB.C1S.AI.E0	qay~al		OK	??	
VERB.C1P.AI.E0	qay~al		OK	??	
VERB.C2MS.AI.E0	qay~al	qay~ilohu	OK		
VERB.C2FS.AI.E0	qay~al	qay~iliyhi	OK		
VERB.C2D.AI.E0	qay~al	qay~ilAhu	OK		
VERB.C2MP.AI.E0	qay~al	qay~iluwhu	OK		
VERB.C2FP.AI.E0	qay~al	qay~ilnahu	OK		
VERB.C3MS.AI.E0	qay~al		OK	??	
VERB.C3FS.AI.E0	qay~al		OK	??	
VERB.C3MD.AI.E0	qay~al		OK	??	
VERB.C3FD.AI.E0	qay~al		OK	??	
VERB.C3MP.AI.E0	qay~al		OK	??	
VERB.C3FP.AI.E0	qay~al		OK	??	
VERB.C1S.PI.E0	qay~al		OK	??	
VERB.C1P.PI.E0	qay~al		OK	??	
VERB.C2MS.PI.E0	qay~al		OK	??	
VERB.C2FS.PI.E0	qay~al		OK	??	
VERB.C2D.PI.E0	qay~al		OK	??	
VERB.C2MP.PI.E0	qay~al		OK	??	
VERB.C2FP.PI.E0	qay~al		OK	??	
VERB.C3MS.PI.E0	qay~al		OK	??	
VERB.C3FS.PI.E0	qay~al		OK	??	
VERB.C3MD.PI.E0	qay~al		OK	??	
VERB.C3FD.PI.E0	qay~al		OK	??	
VERB.C3MP.PI.E0	qay~al		OK	??	
VERB.C3FP.PI.E0	qay~al		OK	??	
VERB.C1S.AI	|m-i		OK	??	
VERB.C1P.AI	|m-i		OK	??	
VERB.C2MS.AI	|m-i	<imo	OK		
VERB.C2FS.AI	|m-i	<iymiy	OK		
VERB.C2D.AI	|m-i	<iymA	OK		
VERB.C2MP.AI	|m-i	<iymuwA	OK		
VERB.C2FP.AI	|m-i	<imna	OK		
VERB.C3MS.AI	|m-i		OK	??	
VERB.C3FS.AI	|m-i		OK	??	
VERB.C3MD.AI	|m-i		OK	??	
VERB.C3FD.AI	|m-i		OK	??	
VERB.C3MP.AI	|m-i		OK	??	
VERB.C3FP.AI	|m-i		OK	??	
VERB.C1S.PI	|m-i		OK		
VERB.C1P.PI	|m-i		OK		
VERB.C2MS.PI	|m-i		OK		
VERB.C2FS.PI	|m-i		OK		
VERB.C2D.PI	|m-i		OK		
VERB.C2MP.PI	|m-i		OK		
VERB.C2FP.PI	|m-i		OK		
VERB.C3MS.PI	|m-i		OK		
VERB.C3FS.PI	|m-i		OK		
VERB.C3MD.PI	|m-i		OK		
VERB.C3FD.PI	|m-i		OK		
VERB.C3MP.PI	|m-i		OK		
VERB.C3FP.PI	|m-i		OK		
VERB.C1S.AI.E0	|m-i		OK		
VERB.C1P.AI.E0	|m-i		OK		
VERB.C2MS.AI.E0	|m-i		OK		
VERB.C2FS.AI.E0	|m-i		OK		
VERB.C2D.AI.E0	|m-i		OK		
VERB.C2MP.AI.E0	|m-i		OK		
VERB.C2FP.AI.E0	|m-i		OK		
VERB.C3MS.AI.E0	|m-i		OK		
VERB.C3FS.AI.E0	|m-i		OK		
VERB.C3MD.AI.E0	|m-i		OK		
VERB.C3FD.AI.E0	|m-i		OK		
VERB.C3MP.AI.E0	|m-i		OK		
VERB.C3FP.AI.E0	|m-i		OK		
VERB.C1S.PI.E0	|m-i		OK		
VERB.C1P.PI.E0	|m-i		OK		
VERB.C2MS.PI.E0	|m-i		OK		
VERB.C2FS.PI.E0	|m-i		OK		
VERB.C2D.PI.E0	|m-i		OK		
VERB.C2MP.PI.E0	|m-i		OK		
VERB.C2FP.PI.E0	|m-i		OK		
VERB.C3MS.PI.E0	|m-i		OK		
VERB.C3FS.PI.E0	|m-i		OK		
VERB.C3MD.PI.E0	|m-i		OK		
VERB.C3FD.PI.E0	|m-i		OK		
VERB.C3MP.PI.E0	|m-i		OK		
VERB.C3FP.PI.E0	|m-i		OK		
VERB.C1S.AI	|n-u		OK	??	
VERB.C1P.AI	|n-u		OK	??	
VERB.C2MS.AI	|n-u	>uno	OK		
VERB.C2MS.AI	|n-u	<ino	PROB		
VERB.C2FS.AI	|n-u	>uwniy	OK		
VERB.C2FS.AI	|n-u	<iyniy	PROB		
VERB.C2D.AI	|n-u	>uwnA	OK		
VERB.C2D.AI	|n-u	<iynA	PROB		
VERB.C2MP.AI	|n-u	>uwnuwA	OK		
VERB.C2MP.AI	|n-u	<iynuwA	PROB		
VERB.C2FP.AI	|n-u	>un~a	OK		
VERB.C2FP.AI	|n-u	<in~a	PROB		
VERB.C3MS.AI	|n-u		OK	??	
VERB.C3FS.AI	|n-u		OK	??	
VERB.C3MD.AI	|n-u		OK	??	
VERB.C3FD.AI	|n-u		OK	??	
VERB.C3MP.AI	|n-u		OK	??	
VERB.C3FP.AI	|n-u		OK	??	
VERB.C1S.PI	|n-u		OK		
VERB.C1P.PI	|n-u		OK		
VERB.C2MS.PI	|n-u		OK		
VERB.C2FS.PI	|n-u		OK		
VERB.C2D.PI	|n-u		OK		
VERB.C2MP.PI	|n-u		OK		
VERB.C2FP.PI	|n-u		OK		
VERB.C3MS.PI	|n-u		OK		
VERB.C3FS.PI	|n-u		OK		
VERB.C3MD.PI	|n-u		OK		
VERB.C3FD.PI	|n-u		OK		
VERB.C3MP.PI	|n-u		OK		
VERB.C3FP.PI	|n-u		OK		
VERB.C1S.AI.E0	|n-u		OK	??	
VERB.C1P.AI.E0	|n-u		OK	??	
VERB.C2MS.AI.E0	|n-u	>unohu	OK		
VERB.C2MS.AI.E0	|n-u	<inohu	PROB		
VERB.C2FS.AI.E0	|n-u	>uwniyhi	OK		
VERB.C2FS.AI.E0	|n-u	<iyniyhi	PROB		
VERB.C2D.AI.E0	|n-u	>uwnAhu	OK		
VERB.C2D.AI.E0	|n-u	<iynAhu	PROB		
VERB.C2MP.AI.E0	|n-u	>uwnuwhu	OK		
VERB.C2MP.AI.E0	|n-u	<iynuwhu	PROB		
VERB.C2FP.AI.E0	|n-u	>un~ahu	OK		
VERB.C2FP.AI.E0	|n-u	<in~ahu	PROB		
VERB.C3MS.AI.E0	|n-u		OK	??	
VERB.C3FS.AI.E0	|n-u		OK	??	
VERB.C3MD.AI.E0	|n-u		OK	??	
VERB.C3FD.AI.E0	|n-u		OK	??	
VERB.C3MP.AI.E0	|n-u		OK	??	
VERB.C3FP.AI.E0	|n-u		OK	??	
VERB.C1S.PI.E0	|n-u		OK	??	
VERB.C1P.PI.E0	|n-u		OK	??	
VERB.C2MS.PI.E0	|n-u		OK	??	
VERB.C2FS.PI.E0	|n-u		OK	??	
VERB.C2D.PI.E0	|n-u		OK	??	
VERB.C2MP.PI.E0	|n-u		OK	??	
VERB.C2FP.PI.E0	|n-u		OK	??	
VERB.C3MS.PI.E0	|n-u		OK	??	
VERB.C3FS.PI.E0	|n-u		OK	??	
VERB.C3MD.PI.E0	|n-u		OK	??	
VERB.C3FD.PI.E0	|n-u		OK	??	
VERB.C3MP.PI.E0	|n-u		OK	??	
VERB.C3FP.PI.E0	|n-u		OK	??	
VERB.C1S.AI	lam~-u		OK	??	
