SIGNATURE	LEMMA	DIAC	QC	COMMENTS	STATUS
VERB.I1S.AJ	taDam~an	>ataDam~ano	OK		
VERB.I1P.AJ	taDam~an	nataDam~ano	OK		
VERB.I2MS.AJ	taDam~an	tataDam~ano	OK		
VERB.I2FS.AJ	taDam~an	tataDam~aniy	OK		
VERB.I2D.AJ	taDam~an	tataDam~anA	OK		
VERB.I2MP.AJ	taDam~an	tataDam~anuwA	OK		
VERB.I2FP.AJ	taDam~an	tataDam~an~a	OK		
VERB.I3MS.AJ	taDam~an	yataDam~ano	OK		
VERB.I3FS.AJ	taDam~an	tataDam~ano	OK		
VERB.I3MD.AJ	taDam~an	yataDam~anA	OK		
VERB.I3FD.AJ	taDam~an	tataDam~anA	OK		
VERB.I3MP.AJ	taDam~an	yataDam~anuwA	OK		
VERB.I3FP.AJ	taDam~an	yataDam~an~a	OK		
VERB.I1S.PJ	taDam~an	>utaDam~ano	OK		
VERB.I1P.PJ	taDam~an	nutaDam~ano	OK		
VERB.I2MS.PJ	taDam~an	tutaDam~ano	OK		
VERB.I2FS.PJ	taDam~an	tutaDam~aniy	OK		
VERB.I2D.PJ	taDam~an	tutaDam~anA	OK		
VERB.I2MP.PJ	taDam~an	tutaDam~anuwA	OK		
VERB.I2FP.PJ	taDam~an	tutaDam~an~a	OK		
VERB.I3MS.PJ	taDam~an	yutaDam~ano	OK		
VERB.I3FS.PJ	taDam~an	tutaDam~ano	OK		
VERB.I3MD.PJ	taDam~an	yutaDam~anA	OK		
VERB.I3FD.PJ	taDam~an	tutaDam~anA	OK		
VERB.I3MP.PJ	taDam~an	yutaDam~anuwA	OK		
VERB.I3FP.PJ	taDam~an	yutaDam~an~a	OK		
VERB.I1S.AJ.E0	taDam~an	>ataDam~anohu	OK		
VERB.I1P.AJ.E0	taDam~an	nataDam~anohu	OK		
VERB.I2MS.AJ.E0	taDam~an	tataDam~anohu	OK		
VERB.I2FS.AJ.E0	taDam~an	tataDam~aniyhi	OK		
VERB.I2D.AJ.E0	taDam~an	tataDam~anAhu	OK		
VERB.I2MP.AJ.E0	taDam~an	tataDam~anuwhu	OK		
VERB.I2FP.AJ.E0	taDam~an	tataDam~an~ahu	OK		
VERB.I3MS.AJ.E0	taDam~an	yataDam~anohu	OK		
VERB.I3FS.AJ.E0	taDam~an	tataDam~anohu	OK		
VERB.I3MD.AJ.E0	taDam~an	yataDam~anAhu	OK		
VERB.I3FD.AJ.E0	taDam~an	tataDam~anAhu	OK		
VERB.I3MP.AJ.E0	taDam~an	yataDam~anuwhu	OK		
VERB.I3FP.AJ.E0	taDam~an	yataDam~an~ahu	OK		
VERB.I1S.PJ.E0	taDam~an		OK		
VERB.I1P.PJ.E0	taDam~an		OK		
VERB.I2MS.PJ.E0	taDam~an		OK		
VERB.I2FS.PJ.E0	taDam~an		OK		
VERB.I2D.PJ.E0	taDam~an		OK		
VERB.I2MP.PJ.E0	taDam~an		OK		
VERB.I2FP.PJ.E0	taDam~an		OK		
VERB.I3MS.PJ.E0	taDam~an		OK		
VERB.I3FS.PJ.E0	taDam~an		OK		
VERB.I3MD.PJ.E0	taDam~an		OK		
VERB.I3FD.PJ.E0	taDam~an		OK		
VERB.I3MP.PJ.E0	taDam~an		OK		
VERB.I3FP.PJ.E0	taDam~an		OK		
VERB.I1S.AJ	tam~-i	>atim~a	OK		
VERB.I1P.AJ	tam~-i	natim~a	OK		
VERB.I2MS.AJ	tam~-i	tatim~a	OK		
VERB.I2FS.AJ	tam~-i	tatim~iy	OK		
VERB.I2D.AJ	tam~-i	tatim~A	OK		
VERB.I2MP.AJ	tam~-i	tatim~uwA	OK		
VERB.I2FP.AJ	tam~-i	tatomimna	OK		
VERB.I3MS.AJ	tam~-i	yatim~a	OK		
VERB.I3FS.AJ	tam~-i	tatim~a	OK		
VERB.I3MD.AJ	tam~-i	yatim~A	OK		
VERB.I3FD.AJ	tam~-i	tatim~A	OK		
VERB.I3MP.AJ	tam~-i	yatim~uwA	OK		
VERB.I3FP.AJ	tam~-i	yatomimna	OK		
VERB.I1S.PJ	tam~-i	>utam~a	OK		
VERB.I1P.PJ	tam~-i	nutam~a	OK		
VERB.I2MS.PJ	tam~-i	tutam~a	OK		
VERB.I2FS.PJ	tam~-i	tutam~iy	OK		
VERB.I2D.PJ	tam~-i	tutam~A	OK		
VERB.I2MP.PJ	tam~-i	tutam~uwA	OK		
VERB.I2FP.PJ	tam~-i	tutomamna	OK		
VERB.I3MS.PJ	tam~-i	yutam~a	OK		
VERB.I3FS.PJ	tam~-i	tutam~a	OK		
VERB.I3MD.PJ	tam~-i	yutam~A	OK		
VERB.I3FD.PJ	tam~-i	tutam~A	OK		
VERB.I3MP.PJ	tam~-i	yutam~uwA	OK		
VERB.I3FP.PJ	tam~-i	yutomamna	OK		
VERB.I1S.AJ.E0	tam~-i		OK		
VERB.I1P.AJ.E0	tam~-i		OK		
VERB.I2MS.AJ.E0	tam~-i		OK		
VERB.I2FS.AJ.E0	tam~-i		OK		
VERB.I2D.AJ.E0	tam~-i		OK		
VERB.I2MP.AJ.E0	tam~-i		OK		
VERB.I2FP.AJ.E0	tam~-i		OK		
VERB.I3MS.AJ.E0	tam~-i		OK		
VERB.I3FS.AJ.E0	tam~-i		OK		
VERB.I3MD.AJ.E0	tam~-i		OK		
VERB.I3FD.AJ.E0	tam~-i		OK		
VERB.I3MP.AJ.E0	tam~-i		OK		
VERB.I3FP.AJ.E0	tam~-i		OK		
VERB.I1S.PJ.E0	tam~-i		OK		
VERB.I1P.PJ.E0	tam~-i		OK		
VERB.I2MS.PJ.E0	tam~-i		OK		
VERB.I2FS.PJ.E0	tam~-i		OK		
VERB.I2D.PJ.E0	tam~-i		OK		
VERB.I2MP.PJ.E0	tam~-i		OK		
VERB.I2FP.PJ.E0	tam~-i		OK		
VERB.I3MS.PJ.E0	tam~-i		OK		
VERB.I3FS.PJ.E0	tam~-i		OK		
VERB.I3MD.PJ.E0	tam~-i		OK		
VERB.I3FD.PJ.E0	tam~-i		OK		
VERB.I3MP.PJ.E0	tam~-i		OK		
VERB.I3FP.PJ.E0	tam~-i		OK		
VERB.I1S.AJ	{isotamar~	>asotamir~a	OK		
VERB.I1P.AJ	{isotamar~	nasotamir~a	OK		
VERB.I2MS.AJ	{isotamar~	tasotamir~a	OK		
VERB.I2FS.AJ	{isotamar~	tasotamir~iy	OK		
VERB.I2D.AJ	{isotamar~	tasotamir~A	OK		
VERB.I2MP.AJ	{isotamar~	tasotamir~uwA	OK		
VERB.I2FP.AJ	{isotamar~	tasotamorirna	OK		
VERB.I3MS.AJ	{isotamar~	yasotamir~a	OK		
VERB.I3FS.AJ	{isotamar~	tasotamir~a	OK		
VERB.I3MD.AJ	{isotamar~	yasotamir~A	OK		
VERB.I3FD.AJ	{isotamar~	tasotamir~A	OK		
VERB.I3MP.AJ	{isotamar~	yasotamir~uwA	OK		
VERB.I3FP.AJ	{isotamar~	yasotamorirna	OK		
VERB.I1S.PJ	{isotamar~	>usotamar~a	OK		
VERB.I1P.PJ	{isotamar~	nusotamar~a	OK		
VERB.I2MS.PJ	{isotamar~	tusotamar~a	OK		
VERB.I2FS.PJ	{isotamar~	tusotamar~iy	OK		
VERB.I2D.PJ	{isotamar~	tusotamar~A	OK		
VERB.I2MP.PJ	{isotamar~	tusotamar~uwA	OK		
VERB.I2FP.PJ	{isotamar~	tusotamorarna	OK		
VERB.I3MS.PJ	{isotamar~	yusotamar~a	OK		
VERB.I3FS.PJ	{isotamar~	tusotamar~a	OK		
VERB.I3MD.PJ	{isotamar~	yusotamar~A	OK		
VERB.I3FD.PJ	{isotamar~	tusotamar~A	OK		
VERB.I3MP.PJ	{isotamar~	yusotamar~uwA	OK		
VERB.I3FP.PJ	{isotamar~	yusotamorarna	OK		
VERB.I1S.AJ.E0	{isotamar~	>asotamir~ahu	OK		
VERB.I1P.AJ.E0	{isotamar~	nasotamir~ahu	OK		
VERB.I2MS.AJ.E0	{isotamar~	tasotamir~ahu	OK		
VERB.I2FS.AJ.E0	{isotamar~	tasotamir~iyhi	OK		
VERB.I2D.AJ.E0	{isotamar~	tasotamir~Ahu	OK		
VERB.I2MP.AJ.E0	{isotamar~	tasotamir~uwhu	OK	INTRANS	
VERB.I2FP.AJ.E0	{isotamar~	tasotamorirnahu	OK		
VERB.I3MS.AJ.E0	{isotamar~	yasotamir~ahu	OK	INTRANS	
