Sad~	verb	164
xab~ar	verb	164
SAlap	noun	160
naZrap	noun	159
taEAl	verb	159
yad	noun	159
kal~am	verb	158
Aax~	noun	158
Aakiyd	adj	156
xal~aS	verb	156
mi$aY	verb	154
makAn	noun	153
AiT~AlaE	verb	153
*	punc	150
fawq	noun	148
Hiynap	noun	148
hAy	pron_dem	147
Haq~	noun	146
kam~al	verb	146
HAl	noun	145
haz~aAE	noun_prop	145
wAHid	noun_num	144
fak~ar	verb	142
yuwsif	noun_prop	140
TabE	noun	139
rij~Al	noun	139
masak	verb	138
mA	pron_rel	138
sab	noun	138
baEdayn	adv	137
muHam~ad	noun_prop	137
halA	noun	136
mAt	verb	136
Aakvar	adj_comp	135
daq~	verb	134
munaY	noun_prop	134
jAy~	adj	133
HayAp	noun	132
tiraj~aY	verb	131
nuS~	noun_quant	131
kalAm	noun	129
lAzim	adj	129
Sad~aq	verb	129
Auf~	interj	128
maTbax	noun	128
hA	interj	127
kayf	adv_rel	126
HAwal	verb	126
rakab	verb	126
taw~	verb_pseudo	125
wayn	adv_rel	124
Darab	verb	124
damEap	noun	123
Hiluw	adj	122
SaH~	adj	122
raqad	verb	122
HiS~uwh	noun_prop	122
na$~	verb	121
tiliyfawn	noun	121
salAm	noun	120
gAliy	adj	120
$aEr	noun	119
ramsap	noun	119
Hamd	noun	119
quw~ap	noun	119
naHnu	pron	117
haz~AE	noun_prop	117
hanuwf	noun_prop	117
tinah~ad	verb	116
♫	punc	116
turkiy	noun_prop	116
labas	verb	115
Aakal	verb	112
ra>y	noun	112
sak~ar	verb	112
waqaf	verb	111
Ealiy~	noun_prop	111
kil~	noun	110
Aam~A	part_focus	110
raqam	noun	108
Aahil	noun	108
AaSl	noun	107
$Ab~	noun	107
duwn	noun	106
Hurmap	noun	106
suEuwd	noun_prop	106
fataH	verb	105
Hamdp	noun_prop	105
fah~am	verb	104
AibtisAmap	noun	104
Eid~aAl	noun	104
dAxil	noun	103
badA	verb	103
EAd	verb_pseudo	102
$ay'	noun	102
Aay~	noun_quant	102
balA	verb	101
Tuwl	noun	101
bAl	noun	101
miniyrap	noun_prop	101
saEiyd	noun_prop	101
hum	pron	100
Saqir	noun_prop	100
wad~aY	verb	99
Aaw	conj	98
hinAk	adv	97
AaHsan	adj_comp	97
AaHmad	noun_prop	97
gurfap	noun	96
karah	verb	95
haz~	verb	95
Harakap	noun	94
AistaHaY	verb	94
EAdiy	adj	94
laqaY	verb	94
wAqif	adj	94
qAEid	adj	93
sa>al	verb	93
daw~ar	verb	91
TAH	verb	91
Sigiyr	adj	90
xAyif	adj	90
diqiyqap	noun	90
Aah	interj	89
qahr	noun	89
mi$	part_neg	89
HaSal	verb	88
/	punc	87
Sal~aY	verb	87
HarAm	noun	86
salAmap	noun	85
bAkir	noun	85
rijl	noun	85
faj>ap	noun	84
qaEad	verb	83
huduw'	noun	83
Aawh	interj	82
yal~A	interj	82
jAmEap	noun	81
mA	pron_exclam	81
$aylap	noun	81
majlis	noun	81
nAs	noun	80
Aintabah	verb	80
xabar	noun	79
kilmap	noun	79
EaSabiy~ap	noun	79
rabaE	verb	79
laf~	verb	79
ti*ak~ar	verb	78
kursiy	noun	78
rajaE	verb	78
mAy	noun	78
Eay~il	noun	77
ran~	verb	77
riwAyap	noun	77
ruwlA	noun_prop	77
nahyAn	noun_prop	77
mivl	noun	76
Aay~	pron_interrog	76
$arab	verb	76
lakin	conj	76
sAkit	adj	75
AinsAn	noun	75
mataY	adv_rel	74
masaH	verb	74
kayf	pron_interrog	74
kab~	verb_nom	74
xawf	noun	72
HAlap	noun	72
dinyA	noun	72
AiH~im	interj	71
Tiwiyl	adj	71
Eaw~A$	noun_prop	71
hanAdiy	noun_prop	71
Eaw~ar	verb	70
Say~aH	verb	70
Aintuw	pron	70
marwAn	noun_prop	70
damE	noun	69
Sarax	verb	69
sabab	noun	68
waq~af	verb	68
xaxax	interj	68
EalyA'	noun_prop	68
blA	verb	67
$anTap	noun	66
HuDn	noun	66
Eumar	noun_prop	66
Aawan	verb_nom	65
wAfaq	verb	65
kitf	noun	65
saHab	verb	65
jAhil	noun	65
baED	noun_quant	64
dawm	noun	63
rajul	noun	63
$ugl	noun	63
suwlaf	verb	63
man	pron_interrog	63
HaDan	verb	62
mibtism	adj	62
AistawaY	verb	62
*aqn	verb	62
hA*iy	pron_dem	62
mar~a	verb	62
$axS	noun	62
daras	verb	62
gayv	noun_prop	62
mihim~	adj	61
gariyb	adj	61
Huzn	noun	61
rAqid	adj	61
Euway$	noun_prop	61
batuwl	noun_prop	61
Aalaw	interj	60
SibiH	noun	60
AisbuwE	noun	60
kibiyr	adj	60
bar~aE	noun	60
xaTab	verb	59
Ai$taraY	verb	59
SarAHap	noun	59
marHab	noun	59
EaS~ab	verb	59
$uw	adv_rel	59
rAHap	noun	59
baT~al	verb	59
maEzuwfap	noun	59
mataY	adv_interrog	59
bAy	interj	58
Talab	verb	58
siriyr	noun	58
Tarf	noun	57
laH~aq	verb	57
mustaHiyl	adj	57
Aaxir	adj	57
$arAt	noun	57
kuwb	noun	57
tikal~am	verb	56
kuvr	noun	56
zAd	verb	56
HafaZ	verb	56
darb	noun	56
rAm	verb	55
baEiyd	adj	55
kan~	verb_pseudo	55
lA	part	55
hAh	interj	55
mistagrib	adj	54
miEaS~ib	adj	54
lawn	noun	54
HATiT	adj	54
]	punc	54
faT~uwm	noun_prop	54
samaH	verb	53
tizaw~aj	verb	53
ban~ad	verb	53
bar~A	noun	53
[	punc	53
salmaY	noun_prop	53
laylap	noun	52
$ahr	noun	52
Aistagrab	verb	52
mAsik	adj	52
maHal~	noun	52
TAwilap	noun	52
zaEal	verb	52
tixay~al	verb	51
masH	noun	51
Aabad	noun	50
mawjuwd	adj	50
$ayx	noun	50
*abaH	verb	50
tiwaq~aE	verb	50
Zahr	noun	50
~	punc	50
faj~	verb	50
liy$	noun	50
mahA	noun_prop	50
Aakbar	adj_comp	49
qawm	noun	49
EA$	verb	49
Hariym	noun	49
bad~al	verb	49
laHZap	noun	49
Aakl	noun	49
zaqar	verb	49
taEbAn	adj	48
naZar	noun	48
AarD	noun	48
mi$kilap	noun	48
$arA	noun	48
duktawr	noun	48
wid~	noun	47
madrasap	noun	47
far~	verb	47
DiHkap	noun	47
HAjib	noun	47
darajap	noun	47
yal~A	verb_nom	47
Halq	noun	47
mawDuwE	noun	47
muh~uwr	noun_prop	47
Hamd	noun_prop	47
dubay	noun_prop	46
AaHlaY	adj_comp	46
faDaH	verb	46
mimm	interj	46
garaD	noun	46
SArax	verb	46
Aayh	interj	46
lAbis	adj	46
TAliE	adj	46
mad~	verb	46
EAd	verb	46
xuwz	verb	46
$uway~ap	noun	46
ganAp	adj	45
AimtaHAn	noun	45
maEquwl	adj	45
bada>	verb	45
lisAn	noun	45
AahA	interj	45
wayl	noun	44
dirAsap	noun	44
DiHk	noun	44
gay~ar	verb	44
bAs	verb	44
misaw~iy	adj	44
Diyq	noun	44
tajmiyEiy	adj	44
$uEuwr	noun	44
sayfuw	noun_prop	44
jamAl	noun	43
Aaxiyr	adj	43
hadaY	verb	43
tigay~ar	verb	43
fikrap	noun	43
Eirs	noun	43
Aalam	noun	43
SalAp	noun	43
jaw~	noun	43
$am~ap	noun_prop	43
tafkiyr	noun	42
Aivnayn	noun_num	42
farHap	noun	42
raDaY	verb	42
HaS~al	verb	42
tiwat~ar	noun	42
dAm	verb	42
xaS~	verb	42
Tariyq	noun	42
daraj	noun	42
Aaswad	adj	42
lay$	adv_rel	41
bAqiy	adj	41
sam~aY	verb	41
kan~	conj_sub	41
lam~A	conj_sub	41
balA	part_neg	40
zamAn	noun	40
qaS~	verb	40
fatrap	noun	40
malbas	noun	40
qaTaE	verb	40
xad~	noun	40
Ead~al	verb	40
mawqif	noun	40
nafas	noun	40
Ear~as	verb	40
sAyir	adj	40
jAziyap	noun_prop	40
AarAd	verb	39
qad~ar	verb	39
AaHad	noun	39
wiHdap	noun	39
taEab	noun	39
qaSad	verb	39
da$~	verb	39
taEab	verb	39
tilfizyawn	noun	39
Ailtaf~	verb	39
EAliy	adj	39
AistigrAb	noun	39
raf~uwE	noun_prop	39
jism	noun	38
riqAd	noun	38
SaEb	adj	38
Sabar	verb	38
Ainqahar	verb	38
kitAb	noun	38
maEnaY	noun	38
bAt	verb	38
xar~ab	verb	37
EaSiyr	noun	37
ti>am~al	verb	37
waraqap	noun	37
sAEad	verb	37
diriy$ap	noun	37
timan~aY	verb	37
nihAyap	noun	37
Sadmap	noun	37
Eidil	adj	37
Hal~al	verb	37
liEbap	noun	37
mAl	noun	37
qabaD	verb	37
kAyid	noun_prop	37
qarA	verb	36
mista$faY	noun	36
qaSd	noun	36
fustAn	noun	36
Eajab	verb	36
hadA	verb	36
Aa$~ar	verb	36
tisab~aH	verb	36
kabar	verb	36
buwz	noun	36
Eaq~	verb	36
gam~aD	verb	36
Aamr	noun	36
EabAp	noun	36
waHiyd	adj	35
malmaH	noun	35
naEam	interj	35
Samt	noun	35
*Aka	pron_dem	35
*ikraY	noun	35
xaTaf	verb	35
kanduwrap	noun	35
+	punc	35
baw~az	verb	35
Eala$An	conj	34
muwbAyil	noun	34
Aimm	interj	34
EaSr	noun	34
AirtAH	verb	34
taqriyb	noun	34
AaHmar	adj	34
wATiy	adj	34
had~ad	verb	34
hAdiy	adj	34
xilAf	noun	34
Hawl	noun	34
Eanabuw	verb_nom	34
Haniyn	noun	34
basiyT	adj	33
Aasif	adj	33
xa$m	noun	33
rat~ib	verb	33
ham~a	verb	33
qamiyS	noun	33
Sadr	noun	33
mAjid	noun_prop	33
hAt	verb	33
fak~	verb	33
had~	verb	33
tiHam~al	verb	33
bi$kAr	noun	33
Hadar	verb	33
tiray~aq	verb	33
AafA	verb_nom	32
bAriHap	noun	32
EAdap	noun	32
nabrap	noun	32
SiyAH	noun	32
xaS~	noun	32
fiylm	noun	32
hal	part_interrog	32
gaSb	noun	32
Suwrap	noun	32
tiga$~aY	verb	32
xAn	verb	32
Eilm	noun	32
hamas	verb	32
rubE	noun_quant	32
vAnawiy~ap	noun	32
juz'	noun	31
faqad	verb	31
xaTiyb	noun	31
mitwat~ir	adj	31
gadA	noun	31
kayf	noun	31
Hi$Y	interj	31
qahar	verb	31
tiHar~ak	verb	31
kafaY	verb	31
quwiy	adj	31
fil~ap	noun	31
Zan~	verb	31
siydA	adv	31
HAd	verb	31
ki*aY	noun	30
libs	noun	30
mawt	noun	30
mistiHiy	adj	30
EAn	verb	30
yA	conj_sub	30
balaE	verb	30
Aamar	verb	30
Ham~Am	noun	30
Halaf	verb	30
valAv	noun_num	30
muhim~	noun	30
TAyiH	adj	30
waDE	noun	30
Ea$A	noun	30
=	punc	30
Had~_	noun	30
lAHaZ	verb	29
raHam	verb	29
EabAyap	noun	29
Aista>nas	verb	29
qar~ar	verb	29
hadiy~ap	noun	29
su&Al	noun	29
Aihtam~	verb	29
sAq	verb	29
daxiyl	noun	29
ganafap	noun	29
Tar~a$	verb	29
jalsap	noun	29
mumkin	adj	29
baED	noun	29
rad~	noun	29
$if~ap	noun	29
nuwf	noun_prop	29
tiqar~ab	verb	29
mawl	noun	29
sihayl	noun_prop	29
Sadiyq	noun	28
may~it	adj	28
miHtAj	adj	28
nawm	noun	28
TAE	verb	28
katab	verb	28
malal	noun	28
film	noun	28
mim	interj	28
qariyb	adj	28
bay~an	verb	28
vAniyap	noun	28
$ihAb	noun_prop	28
Tay~ib	adj	27
diriywal	noun	27
AistAhal	verb	27
$ag~al	verb	27
Axir	adj	27
Ea$ar	noun_num	27
tiEa$~aY	verb	27
EasaY	verb_pseudo	27
naEl	noun	27
qar~ab	verb	27
Tan~a$	verb	27
Earuws	noun	27
baTn	noun	27
AiktafaY	verb	27
AarbaE	noun_num	27
Eajuwz	adj	27
qalab	verb	27
man	pron_rel	27
halA	interj	27
AiEtabar	verb	26
AixtAr	verb	26
dawAm	noun	26
fajr	noun	26
sAfar	verb	26
gabiy	adj	26
jAyib	adj	26
yimiyn	noun	26
AintahaY	verb	26
riyq	noun	26
naZ~Arap	noun	26
Sab~	verb	26
qATaE	verb	26
Al	part_det	26
$arikap	noun	26
qAbal	verb	26
fiEl	noun	26
nisbap	noun	26
Eizbap	noun	26
vawb	noun	26
faz~	verb	26
mazraEap	noun	26
qiS~ap	noun	25
xafiyf	adj	25
gAr	verb	25
tamAm	adj	25
kam	pron_interrog	25
HanAn	noun	25
milyawn	noun_num	25
bArid	adj	25
tarad~ud	noun	25
$iriyT	noun	25
Eazam	verb	25
AinSadam	verb	25
tahdiyd	noun	25
ti>ak~ad	verb	25
EAqid	adj	25
gasal	verb	25
safrap	noun	25
Har~ak	verb	25
mA	pron_interrog	25
ziyAdap	noun	25
Hiyl	noun	25
milkap	noun	25
mitDAyiq	adj	24
daEA	verb	24
SabAH	noun	24
ka*ab	verb	24
rAfiE	adj	24
wAlid	noun	24
ham~	noun	24
xad~Am	noun	24
zaElAn	adj	24
AajAzap	noun	24
Eaks	noun	24
rAd~	adj	24
Tariyqap	noun	24
ray~aH	verb	24
xaw~af	verb	24
EAyi$	adj	24
$ahaq	verb	24
qism	noun	24
bArt	noun	24
xAyis	adj	24
jid~	noun	23
hah	interj	23
AiHmar~	verb	23
taEaj~ub	noun	23
Aaqal~	adj_comp	23
qaS~ar	verb	23
minqihir	adj	23
Aasaf	noun	23
nAr	noun	23
xaT~	noun	23
naTaq	verb	23
jAsim	noun_prop	23
Aisluwb	noun	23
yA	part	23
HAtaY	verb	23
fAhim	adj	23
Aistahbal	verb	23
tiqad~am	verb	23
EAylap	noun	23
tiEaw~ad	verb	23
AabyaD	adj	23
raqabap	noun	23
xaybap	noun	23
AintafaD	verb	23
wax~ar	verb	23
jaEal	verb	23
Hal~l	verb	23
Eal~Aw	noun_prop	23
ka>an~	verb_pseudo	22
Haflap	noun	22
maraD	noun	22
hAn	verb	22
rAwaY	verb	22
Ai$tagal	verb	22
xubv	noun	22
Hay~A	verb	22
jarH	noun	22
rakaD	verb	22
wASil	adj	22
wujuwd	noun	22
bijAmap	noun	22
ti>af~af	verb	22
Auf~	verb_nom	22
dAr	verb	22
mi$tAq	adj	22
EaSA	noun	22
Hal~	noun	22
Aax_	noun	22
Haw$	noun	22
Aiy~A	part	22
sawlaf	verb	22
mitEal~aq	adj	21
dalaE	noun	21
xuTuwbap	noun	21
baqaY	verb	21
gamaz	verb	21
TabiyEiy	adj	21
AiHsAs	noun	21
jiraH	verb	21
wad~ar	verb	21
tiHar~aY	verb	21
Eayb	noun	21
|	punc	21
Aams	noun	21
sal~uwm	noun_prop	21
kiys	noun	21
$ar~	noun	21
firAq	noun	21
rajaf	verb	21
HAjap	noun	21
SaHn	noun	21
riyuwq	noun	21
$uway~	noun_quant	21
xal~uwd	noun_prop	21
AijtimAE	noun	21
EulA	noun_prop	21
$ibriy~ap	noun	21
Hal~iy	verb	21
najaH	verb	21
HimAr	noun	21
miqAbil	adj	21
qahwap	noun	21
tima$~aY	verb	21
miSiybap	noun	21
lAm	verb	21
masjid	noun	21
bin	noun	21
EiysaY	noun_prop	21
Eanuwd	noun_prop	21
maqhuwr	adj	21
majnuwn	adj	20
galaT	adj	20
vAliv	adj_num	20
$Ayif	adj	20
Halam	verb	20
AamAn	noun	20
AistA*an	verb	20
xasar	verb	20
AiHtAj	verb	20
qatal	verb	20
Taw~al	verb	20
baHr	noun	20
Aaw~al	noun	20
wil~A	part_restrict	20
xaf~	verb	20
maTEam	noun	20
rafaD	verb	20
Eaql	noun	20
AilaY	prep	20
lam~	verb	20
lamaH	verb	20
EArif	adj	20
saxiyf	adj	20
Aawiyh	interj	20
gayZ	noun	20
madxal	noun	20
taw>am	noun	20
Has~	noun	20
rad~ap	noun	20
jad~	noun	20
riyHap	noun	20
Eamaliy~ap	noun	20
kilAs	noun	20
haE	interj	20
gAlyuwh	noun_prop	20
xal~uwf	noun_prop	20
AiHtaram	verb	19
minaz~il	noun	19
qawlap	noun	19
Eal~aq	verb	19
Habiyb	adj	19
xams	noun_num	19
nawE	noun	19
fADiy	adj	19
galTAn	adj	19
EalAqap	noun	19
TAr	verb	19
Ai$tAq	verb	19
mista>nis	adj	19
ha*Ak	pron_dem	19
mirtAH	adj	19
minaz~il	adj	19
EiTr	noun	19
HAs	verb	19
kubr	noun	19
$ad~	verb	19
kabid	noun	19
Diyqap	noun	19
faS~ax	verb	19
layt	verb_pseudo	19
jAmap	noun	19
kilayniks	noun	19
mAl	verb	19
galaT	verb	19
mawzap	noun_prop	19
ran~ap	noun	19
@	punc	19
Ai*n	noun	18
farHAn	adj	18
nAm	verb	18
raHmap	noun	18
Haram	verb	18
Harf	noun	18
sar~	verb	18
HAT~	adj	18
mit~iSil	adj	18
Aayh	pron_interrog	18
mabruwk	adj	18
ZAhir	adj	18
Au*un	noun	18
nAqiS	adj	18
faDiyHap	noun	18
gutrap	noun	18
mut~aSil	noun	18
Eaduw	noun	18
HaZ~	noun	18
banTaluwn	noun	18
kalb	noun	18
binay~	noun	18
rugm	noun	18
dam	noun	18
$ahqap	noun	18
Dam~	verb	18
dawA	noun	18
yasAr	noun	18
Zan~	noun	18
AasAs	noun	18
$awr	noun	18
maT~	verb	18
nAwiy	adj	18
Eaqad	verb	18
kaf~	noun	18
Eu*r	noun	18
rawAD	noun_prop	18
taw~	noun	18
rym	noun_prop	17
bun~iy	adj	17
qidir	verb	17
dam~aE	verb	17
Aaham~	adj_comp	17
AiSbaE	noun	17
ti>ax~ar	verb	17
sarHAn	adj	17
rAyiH	adj	17
EAm	adj	17
muwAfiq	adj	17
Had~ad	verb	17
tiwat~ar	verb	17
AiEtaraf	verb	17
tiHarTam	verb	17
ruEb	noun	17
HAsis	adj	17
EaSab	noun	17
mibay~in	adj	17
*anb	noun	17
fAydap	noun	17
qadiym	adj	17
SafaE	verb	17
niSiyb	noun	17
All~hum~a	noun_prop	17
AabEad	verb	17
{	punc	17
$awklit	noun	17
tinaf~as	verb	17
Hab~ap	noun	17
hin~	pron	17
HarArap	noun	17
timasxar	verb	17
maSduwm	adj	17
Eawn	noun	17
qu$Ar	noun	17
$uwiyx	noun_prop	17
jAzyap	noun_prop	17
rawEap	noun	16
tixab~al	verb	16
AaglaY	adj_comp	16
rabiyEap	noun	16
miEaS~ib	noun	16
jidiyd	adj	16
Eal~am	verb	16
tarak	verb	16
wAviq	adj	16
xAmis	adj_num	16
markaz	noun	16
zaHmap	noun	16
ZabT	noun	16
qiSiyr	adj	16
maxTuwb	adj	16
nAzil	adj	16
furSap	noun	16
nafaE	verb	16
mistaEjil	adj	16
SAyir	adj	16
qAdir	adj	16
EaD~	verb	16
EA}i$ap	noun_prop	16
mitfay~iq	adj	16
Aitraj~aY	verb	16
mal~	verb	16
TAriy	noun	16
bidAyap	noun	16
$Aq~	adj	16
EinAd	noun	16
tiSar~af	noun	16
Talab	noun	16
Ean~	prep	16
Aistagfar	verb	16
$ukr	noun	16
sayrap	noun	16
banaduwl	noun	16
Tawal	verb	16
AinsadaH	verb	16
dAnaY	verb	16
DagaT	verb	16
badAl	noun	16
laysin	noun	16
sad~ap	noun	16
miyruwh	noun_prop	16
maj~uwd	noun_prop	16
miEar~is	noun	16
Eumayr	noun_prop	16
qamar	noun	15
EAlam	noun	15
giyrap	noun	15
kivr	noun	15
tigad~aY	verb	15
HifZ	noun	15
waEad	verb	15
qaraS	verb	15
rAbiE	adj_num	15
mit>ax~ir	adj	15
Hulm	noun	15
saEAdap	noun	15
faraH	noun	15
nidam	verb	15
xamiys	noun	15
bu$raY	noun_prop	15
$ak~	verb	15
qaDaY	verb	15
faSl	noun	15
faZiyE	adj	15
kAmil	adj	15
TAl	verb	15
mit>ak~id	adj	15
xaTwap	noun	15
$arad	verb	15
Hasab	verb	15
sAmaH	verb	15
biEad	verb	15
kurh	noun	15
kaH~	verb	15
maktab	noun	15
$arT	noun	15
mamar~	noun	15
SaEad	verb	15
nAsab	verb	15
DagT	noun	15
Aa*An	noun	15
taxab~ar	verb	15
haram	adj	15
zAEaq	verb	15
dAEiy	noun	15
wAHid	adj	15
fAj~	adj	15
minSidim	adj	15
zax~	verb	15
Aax~_	noun	15
Eajuwz	noun	15
Airtabak	verb	15
$aybap	noun	15
xaymap	noun	15
magrib	noun	15
majhuwl	adj	15
Haluwl	noun	15
baHv	noun	15
Ea$An	noun	14
nAdaY	verb	14
bArak	verb	14
EAfaY	verb	14
qaEdap	noun	14
nuwr	noun	14
Ax~	noun	14
TalEap	noun	14
Aaxir	noun	14
fATimap	noun_prop	14
muHtaram	adj	14
Ha$rap	noun	14
HAdiv	noun	14
xArij	noun	14
hindiy	adj	14
naf~a*	verb	14
sak~at	verb	14
rabE	noun	14
Aalf	noun_num	14
AihtimAm	noun	14
Augniyap	noun	14
DabT	noun	14
fAraq	verb	14
Siriyx	noun	14
saj~al	verb	14
ma$AEir	noun	14
EAjib	adj	14
jAz	verb	14
Ait~iSAl	noun	14
Ha$arap	noun	14
daz~	verb	14
Damiyr	noun	14
Airtajaf	verb	14
warA'	noun	14
kam	adv_rel	14
mizAj	noun	14
taSar~af	verb	14
AaSfar	adj	14
AaSgar	adj_comp	14
baw~aAbap	noun	14
buruwd	noun	14
rADiy	adj	14
raS~	verb	14
$aq~	verb	14
Ainqalab	verb	14
ka$~ap	noun	14
galaT	noun	14
kasar	verb	14
jar~	verb	14
hams	noun	14
liEb	noun	14
ki*A	noun	14
Aamal	noun	14
xawy	noun	14
Haj~aAj	noun	14
AiHnA	pron	14
dar~aY	verb	14
layh	adv_interrog	14
Eayn	noun_prop	14
duk~An	noun	14
Earab	noun	14
waEaY	verb	14
himm	interj	14
sakrAn	adj	14
tajmiyEy	adj	14
Hanyn	noun	14
niHnA	pron	14
sAruwnap	noun_prop	13
bal	conj	13
Aibliys	noun	13
Hilm	noun	13
minsidiH	adj	13
mAkiyAj	noun	13
mufAja>ap	noun	13
mazaH	verb	13
val~Ajap	noun	13
Hal~	verb	13
Aabrak	adj_comp	13
*At	noun	13
fAtiH	adj	13
*ak~ar	verb	13
mihtam~	adj	13
$Afiy	verb	13
wardiy	adj	13
qal~ad	verb	13
raw~aH	verb	13
AaqnaE	verb	13
dax~al	verb	13
SarSuwr	noun	13
dAyim	adj	13
hd~Y	verb	13
suxriyap	noun	13
ma$guwl	adj	13
qad	part_verb	13
gabA'	noun	13
barA'ap	noun	13
naqaz	verb	13
Hasrap	noun	13
Aa$Ar	verb	13
$Ay	noun	13
sawriy	interj	13
jihap	noun	13
Aiftaraq	verb	13
Tay~Arap	noun	13
‘	punc	13
durj	noun	13
furAq	noun	13
Ea*Ab	noun	13
AustA*	noun	13
taEaT~ar	verb	13
sabaq	verb	13
tifAja>	verb	13
mut~aSil	adj	13
AaywA	interj	13
mafruwD	adj	13
mAmA	noun	13
rADaY	verb	13
AibtaEad	verb	13
HADir	noun	13
HaDar	verb	13
Aakiyd	noun	13
tiraw~aE	verb	13
maftuwH	adj	13
Ead~aY	verb	13
HisAb	noun	13
Aadab	noun	13
tiEam~ad	verb	13
AfAA	interj	13
EalyA	noun_prop	13
maTar	noun	13
lab~as	verb	13
EaSAp	noun	13
jumEap	noun	13
masxarap	noun	13
sir~	noun	13
dAriyn	noun_prop	13
tilab~as	verb	12
gaT~aY	verb	12
HalAwap	noun	12
EalAmap	noun	12
waS~aY	verb	12
qadar	noun	12
sAbiE	adj_num	12
Hasb	noun	12
landan	noun_prop	12
zawAj	noun	12
