LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
1	OK-ONE	1	VERB.P1S.AI	|dim	آدِمت	|dimt	3285	OK		>A2i3	[|di#m]	|di#m/PV+t/PVSUFF_SUBJ:1S	eat;consume;be_eaten;be_consumed;bribe;eat_away;wear_down;corrode_[CALIMA]	[intrans]	[-]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-ay+#-ih+#-iy+gem]	S:[P]_[CS:c-suff]_[CT:-]_[CF:#t]	pos:verb asp:p vox:a per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 PP0 M0	0
2	OK-ONE	1	VERB.P1P.AI	|dim	آدِمنا	|dimnA	3285	OK		>A2i3	[|di#m]	|di#m/PV+nA/PVSUFF_SUBJ:1P	eat;consume;be_eaten;be_consumed;bribe;eat_away;wear_down;corrode_[CALIMA]	[intrans]	[-]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-ay+#-ih+#-iy+gem]	S:[P]_[CS:#^V+c-suff]_[CT:-]_[CF:#n+enc0:1*]	pos:verb asp:p vox:a per:1 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 PP0 M0	1
3	OK-ONE	1	VERB.P2MS.AI	|dim	آدِمت	|dimt	3285	OK		>A2i3	[|di#m]	|di#m/PV+t/PVSUFF_SUBJ:2MS	eat;consume;be_eaten;be_consumed;bribe;eat_away;wear_down;corrode_[CALIMA]	[intrans]	[-]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-ay+#-ih+#-iy+gem]	S:[P]_[CS:c-suff]_[CT:-]_[CF:#t+enc0:2*]	pos:verb asp:p vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 PP0 M0	0
4	OK-ONE	1	VERB.P2FS.AI	|dim	آدِمتِي	|dimtiy	3285	OK		>A2i3	[|di#m]	|di#m/PV+ti/PVSUFF_SUBJ:2FS	eat;consume;be_eaten;be_consumed;bribe;eat_away;wear_down;corrode_[CALIMA]	[intrans]	[-]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-ay+#-ih+#-iy+gem]	S:[P]_[CS:#^V+c-suff]_[CT:-]_[CF:#t+enc0:2*]	pos:verb asp:p vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 PP0 M0	1
5	OK-ONE	1	VERB.P2P.AI	|dim	آدِمتُوا	|dimtuwA	3285	OK		>A2i3	[|di#m]	|di#m/PV+tuwA/PVSUFF_SUBJ:2P	eat;consume;be_eaten;be_consumed;bribe;eat_away;wear_down;corrode_[CALIMA]	[intrans]	[-]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-ay+#-ih+#-iy+gem]	S:[P]_[CS:#^V+c-suff]_[CT:-]_[CF:#t+enc0+enc0:2*]	pos:verb asp:p vox:a per:2 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 PP0 M0	0
6	OK-ONE	1	VERB.P3MS.AI	|dim	آدِم	|dim	3285	OK		>A2i3	[|di#m]	|di#m/PV+(null)/PVSUFF_SUBJ:3MS	eat;consume;be_eaten;be_consumed;bribe;eat_away;wear_down;corrode_[CALIMA]	[intrans]	[-]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-ay+#-ih+#-iy+gem]	S:[P]_[CS:n-suff+z-suff]_[CT:-]_[CF:-]	pos:verb asp:p vox:a per:3 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 PP0 M0	1
7	OK-ONE	1	VERB.P3FS.AI	|dim	آدمِت	|dmit	3285	OK		>A2i3	[|di#m]	|di#m/PV+it/PVSUFF_SUBJ:3FS	eat;consume;be_eaten;be_consumed;bribe;eat_away;wear_down;corrode_[CALIMA]	[intrans]	[-]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-ay+#-ih+#-iy+gem]	S:[P]_[CS:i-suff+v-suff]_[CT:-]_[CF:#-ih]	pos:verb asp:p vox:a per:3 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 PP0 M0	0
8	OK-ONE	1	VERB.P3P.AI	|dim	آدمُوا	|dmuwA	3285	OK		>A2i3	[|di#m]	|di#m/PV+uwA/PVSUFF_SUBJ:3P	eat;consume;be_eaten;be_consumed;bribe;eat_away;wear_down;corrode_[CALIMA]	[intrans]	[-]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:intrans]_[CT:-]_[CF:#-A+#-A'+#-a>+#-ay+#-ih+#-iy+gem]	S:[P]_[CS:#^V+v-suff+w-suff]_[CT:-]_[CF:#-ih+enc0||enc1||enc2]	pos:verb asp:p vox:a per:3 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 PP0 M0	1
9	OK-ZERO-E0-INTRANS	0	VERB.P1S.AI.E0	|dim			3285	OK		>A2i3	[|di#m]			[intrans]	[-]					PP0 PS0 FSE0	0
10	OK-ZERO-E0-INTRANS	0	VERB.P1P.AI.E0	|dim			3285	OK		>A2i3	[|di#m]			[intrans]	[-]					PP0 PS0 FSE0	1
