LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
1	OK-ONE	1	VERB.I1S.AJ	|b-u	أَؤُبْ	>a&ubo	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	>/IV1S+a/STEM+&ub/IV+o/IVSUFF_SUBJ:1S_MOOD:J	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I1S.J]_[CS:h-pref]_[CT:a-#]_[CF:>-#]	X:[I]_[CS:a-#+trans]_[CT:a-#+c-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I1S.J]_[CS:c-suff]_[CT:-]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy+gem]	pos:verb asp:i vox:a per:1 gen:u num:s mod:j enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 FSE0 PP0 OK XVox0 PS0	0
2	OK-ONE	1	VERB.I1P.AJ	|b-u	نَؤُبْ	na&ubo	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	n/IV1P+a/STEM+&ub/IV+o/IVSUFF_SUBJ:1P_MOOD:J	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I1P.J]_[CS:-]_[CT:-]_[CF:enc0:1*]	X:[I]_[CS:a-#+trans]_[CT:a-#+c-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I1P.J]_[CS:c-suff]_[CT:-]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy+gem]	pos:verb asp:i vox:a per:1 gen:u num:p mod:j enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 FSE0 PP0 OK XVox0 PS0	1
3	OK-ONE	1	VERB.I2MS.AJ	|b-u	تَؤُبْ	ta&ubo	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2MS+a/STEM+&ub/IV+o/IVSUFF_SUBJ:2MS_MOOD:J	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2MS.J]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:a-#+trans]_[CT:a-#+c-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I2MS.J]_[CS:c-suff]_[CT:-]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy+gem]	pos:verb asp:i vox:a per:2 gen:m num:s mod:j enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 FSE0 PP0 OK XVox0 PS0	0
4	OK-ONE	1	VERB.I2FS.AJ	|b-u	تَؤُوبِي	ta&uwbiy	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2FS+a/STEM+&uwb/IV+iy/IVSUFF_SUBJ:2FS_MOOD:J	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2FS.J]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I2FS.J]_[CS:#^iy+v-suff+y-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay]	pos:verb asp:i vox:a per:2 gen:f num:s mod:j enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 FSE0 PP0 OK XVox0 PS0	1
5	OK-ONE	1	VERB.I2D.AJ	|b-u	تَؤُوبا	ta&uwbA	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2D+a/STEM+&uwb/IV+A/IVSUFF_SUBJ:2D_MOOD:J	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2D.J]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I2D.J]_[CS:A-suff+v-suff]_[CT:-]_[CF:#-a>]	pos:verb asp:i vox:a per:2 gen:u num:d mod:j enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 FSE0 PP0 OK XVox0 PS0	0
6	OK-ONE	1	VERB.I2MP.AJ	|b-u	تَؤُوبُوا	ta&uwbuwA	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2MP+a/STEM+&uwb/IV+uwA/IVSUFF_SUBJ:2MP_MOOD:J	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2MP.J]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I2MP.J]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-aY||#-aA||#->ay+enc0]	pos:verb asp:i vox:a per:2 gen:m num:p mod:j enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 FSE0 PP0 OK XVox0 PS0	1
7	OK-ONE	1	VERB.I2FP.AJ	|b-u	تَؤُبنَ	ta&ubna	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV2FP+a/STEM+&ub/IV+na/IVSUFF_SUBJ:2FP_MOOD:J	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I2FP.J]_[CS:-]_[CT:-]_[CF:enc0:2*]	X:[I]_[CS:a-#+trans]_[CT:a-#+c-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I2FP.J]_[CS:c-suff]_[CT:-]_[CF:#n]	pos:verb asp:i vox:a per:2 gen:f num:p mod:j enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 FSE0 PP0 OK XVox0 PS0	0
8	OK-ONE	1	VERB.I3MS.AJ	|b-u	يَؤُبْ	ya&ubo	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3MS+a/STEM+&ub/IV+o/IVSUFF_SUBJ:3MS_MOOD:J	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3MS.J]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:a-#+trans]_[CT:a-#+c-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I3MS.J]_[CS:c-suff]_[CT:-]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy+gem]	pos:verb asp:i vox:a per:3 gen:m num:s mod:j enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 FSE0 PP0 OK XVox0 PS0	1
9	OK-ONE	1	VERB.I3FS.AJ	|b-u	تَؤُبْ	ta&ubo	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	t/IV3FS+a/STEM+&ub/IV+o/IVSUFF_SUBJ:3FS_MOOD:J	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3FS.J]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:a-#+trans]_[CT:a-#+c-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I3FS.J]_[CS:c-suff]_[CT:-]_[CF:#-aY||#-uw||#-aA||#->ay+#-iy||#-}iy+gem]	pos:verb asp:i vox:a per:3 gen:f num:s mod:j enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 FSE0 PP0 OK XVox0 PS0	0
10	OK-ONE	1	VERB.I3MD.AJ	|b-u	يَؤُوبا	ya&uwbA	288	OK		>aAo3	[&Ab][&uwb][&ab][&ub]	y/IV3MD+a/STEM+&uwb/IV+A/IVSUFF_SUBJ:3MD_MOOD:J	return	[a-# trans][a-# trans][intrans u-#][intrans u-#]	[c-suff][c-suff][v-suff][v-suff]	P:[I3MD.J]_[CS:-]_[CT:-]_[CF:-]	X:[I]_[CS:a-#+trans]_[CT:a-#+v-suff]_[CF:#->ay+#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-u&+#-uw+#-uw'+#-}iy+>-#+u-#]	S:[I3MD.J]_[CS:A-suff+v-suff]_[CT:-]_[CF:#-a>+#-uw]	pos:verb asp:i vox:a per:3 gen:m num:d mod:j enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	M0 FSE0 PP0 OK XVox0 PS0	1
