LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
1	OK-ONE	1	VERB.P1S.AI	tam~-i	تَمَمتُ	tamamtu	136	OK		1a2~	[tam~][tumim][tamam][tum~]	tamam/PV+tu/PVSUFF_SUBJ:1S	conclude;take_place	[gem intrans][gem intrans][gem intrans][gem intrans]	[c-suff][c-suff][v-suff][v-suff]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:gem+intrans]_[CT:c-suff]_[CF:#-A'+#-a>+#-aA+#-aw+#-ay+#-ay-A+#-iy+#-iy'+#-}iy]	S:[P]_[CS:c-suff]_[CT:-]_[CF:#t]	pos:verb asp:p vox:a per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 OK M0 PS0 XVox0	0
2	OK-ONE	1	VERB.P1P.AI	tam~-i	تَمَمنا	tamamnA	136	OK		1a2~	[tam~][tumim][tamam][tum~]	tamam/PV+nA/PVSUFF_SUBJ:1P	conclude;take_place	[gem intrans][gem intrans][gem intrans][gem intrans]	[c-suff][c-suff][v-suff][v-suff]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:gem+intrans]_[CT:c-suff]_[CF:#-A'+#-a>+#-aA+#-aw+#-ay+#-ay-A+#-iy+#-iy'+#-}iy]	S:[P]_[CS:c-suff]_[CT:-]_[CF:#n+enc0:1*]	pos:verb asp:p vox:a per:1 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 OK M0 PS0 XVox0	1
3	OK-ONE	1	VERB.P2MS.AI	tam~-i	تَمَمتَ	tamamta	136	OK		1a2~	[tam~][tumim][tamam][tum~]	tamam/PV+ta/PVSUFF_SUBJ:2MS	conclude;take_place	[gem intrans][gem intrans][gem intrans][gem intrans]	[c-suff][c-suff][v-suff][v-suff]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:gem+intrans]_[CT:c-suff]_[CF:#-A'+#-a>+#-aA+#-aw+#-ay+#-ay-A+#-iy+#-iy'+#-}iy]	S:[P]_[CS:c-suff]_[CT:-]_[CF:#t+enc0:2*]	pos:verb asp:p vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 OK M0 PS0 XVox0	0
4	OK-ONE	1	VERB.P2FS.AI	tam~-i	تَمَمتِ	tamamti	136	OK		1a2~	[tam~][tumim][tamam][tum~]	tamam/PV+ti/PVSUFF_SUBJ:2FS	conclude;take_place	[gem intrans][gem intrans][gem intrans][gem intrans]	[c-suff][c-suff][v-suff][v-suff]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:gem+intrans]_[CT:c-suff]_[CF:#-A'+#-a>+#-aA+#-aw+#-ay+#-ay-A+#-iy+#-iy'+#-}iy]	S:[P]_[CS:#^i+c-suff]_[CT:-]_[CF:#t+enc0:2*]	pos:verb asp:p vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 OK M0 PS0 XVox0	1
5	OK-ONE	1	VERB.P2D.AI	tam~-i	تَمَمتُما	tamamtumA	136	OK		1a2~	[tam~][tumim][tamam][tum~]	tamam/PV+tumA/PVSUFF_SUBJ:2D	conclude;take_place	[gem intrans][gem intrans][gem intrans][gem intrans]	[c-suff][c-suff][v-suff][v-suff]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:gem+intrans]_[CT:c-suff]_[CF:#-A'+#-a>+#-aA+#-aw+#-ay+#-ay-A+#-iy+#-iy'+#-}iy]	S:[P]_[CS:c-suff]_[CT:-]_[CF:#t+enc0:2*]	pos:verb asp:p vox:a per:2 gen:u num:d mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 OK M0 PS0 XVox0	0
6	OK-ONE	1	VERB.P2MP.AI	tam~-i	تَمَمتُم	tamamtum	136	OK		1a2~	[tam~][tumim][tamam][tum~]	tamam/PV+tum/PVSUFF_SUBJ:2MP	conclude;take_place	[gem intrans][gem intrans][gem intrans][gem intrans]	[c-suff][c-suff][v-suff][v-suff]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:gem+intrans]_[CT:c-suff]_[CF:#-A'+#-a>+#-aA+#-aw+#-ay+#-ay-A+#-iy+#-iy'+#-}iy]	S:[P]_[CS:c-suff]_[CT:-]_[CF:#t+enc0+enc0:2*]	pos:verb asp:p vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 OK M0 PS0 XVox0	1
7	OK-ONE	1	VERB.P2FP.AI	tam~-i	تَمَمتُنَّ	tamamtun~a	136	OK		1a2~	[tam~][tumim][tamam][tum~]	tamam/PV+tun~a/PVSUFF_SUBJ:2FP	conclude;take_place	[gem intrans][gem intrans][gem intrans][gem intrans]	[c-suff][c-suff][v-suff][v-suff]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:gem+intrans]_[CT:c-suff]_[CF:#-A'+#-a>+#-aA+#-aw+#-ay+#-ay-A+#-iy+#-iy'+#-}iy]	S:[P]_[CS:c-suff]_[CT:-]_[CF:#t+enc0:2*]	pos:verb asp:p vox:a per:2 gen:f num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 OK M0 PS0 XVox0	0
8	OK-ONE	1	VERB.P3MS.AI	tam~-i	تَمَّ	tam~a	136	OK		1a2~	[tam~][tumim][tamam][tum~]	tam~/PV+a/PVSUFF_SUBJ:3MS	conclude;take_place	[gem intrans][gem intrans][gem intrans][gem intrans]	[c-suff][c-suff][v-suff][v-suff]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:gem+intrans]_[CT:v-suff]_[CF:#-A'+#-a>+#-aA+#-aw+#-ay+#-ay-A+#-iy+#-iy'+#-}iy]	S:[P]_[CS:v-suff+z-suff]_[CT:-]_[CF:#-ay||#-ay-A||#-aw||#-aA]	pos:verb asp:p vox:a per:3 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 OK M0 PS0 XVox0	1
9	OK-ONE	1	VERB.P3FS.AI	tam~-i	تَمَّت	tam~at	136	OK		1a2~	[tam~][tumim][tamam][tum~]	tam~/PV+at/PVSUFF_SUBJ:3FS	conclude;take_place	[gem intrans][gem intrans][gem intrans][gem intrans]	[c-suff][c-suff][v-suff][v-suff]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:gem+intrans]_[CT:v-suff]_[CF:#-A'+#-a>+#-aA+#-aw+#-ay+#-ay-A+#-iy+#-iy'+#-}iy]	S:[P]_[CS:v-suff]_[CT:-]_[CF:-]	pos:verb asp:p vox:a per:3 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 OK M0 PS0 XVox0	0
10	OK-ONE	1	VERB.P3MD.AI	tam~-i	تَمّا	tam~A	136	OK		1a2~	[tam~][tumim][tamam][tum~]	tam~/PV+A/PVSUFF_SUBJ:3MD	conclude;take_place	[gem intrans][gem intrans][gem intrans][gem intrans]	[c-suff][c-suff][v-suff][v-suff]	P:[P]_[CS:-]_[CT:-]_[CF:-]	X:[P]_[CS:gem+intrans]_[CT:v-suff]_[CF:#-A'+#-a>+#-aA+#-aw+#-ay+#-ay-A+#-iy+#-iy'+#-}iy]	S:[P]_[CS:A-suff+v-suff]_[CT:-]_[CF:#-a>]	pos:verb asp:p vox:a per:3 gen:m num:d mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PP0 OK M0 PS0 XVox0	1
