LINE	STATUS	COUNT	SIGNATURE	LEMMA	DIAC_AR	DIAC	FREQ	QC	COMMENTS	PATTERN	STEM	BW	GLOSS	COND-S	COND-T	PREF-CAT	STEM-CAT	SUFF-CAT	FEATS	DEBUG	COLOR
1	OK-ZERO-CV-PER	0	VERB.C1S.AE	xAf-a			390	OK		1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 FSE0 XVox0 M0 PP0	0
2	OK-ZERO-CV-PER	0	VERB.C1P.AE	xAf-a			390	OK		1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 FSE0 XVox0 M0 PP0	1
3	OK-ONE	1	VERB.C2MS.AE	xAf-a	خافَنْ	xAfano	390	OK		1aAo3	[xAf][xaf]	xAf/CV+ano/CVSUFF_SUBJ:2MS_MOOD:E	fear;be_afraid_(of)	[trans][trans]	[c-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C.E]_[CS:a-suff+v-suff]_[CT:-]_[CF:enc0:2*]	pos:verb asp:c vox:a per:2 gen:m num:s mod:e enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 XVox0 M0 PP0	0
4	OK-ONE	1	VERB.C2FS.AE	xAf-a	خافِنْ	xAfino	390	OK		1aAo3	[xAf][xaf]	xAf/CV+ino/CVSUFF_SUBJ:2FS_MOOD:E	fear;be_afraid_(of)	[trans][trans]	[c-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C.E]_[CS:i-suff+v-suff+y-suff]_[CT:-]_[CF:#-aY||#-aA+enc0:2*]	pos:verb asp:c vox:a per:2 gen:f num:s mod:e enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 XVox0 M0 PP0	1
5	OK-ONE	1	VERB.C2D.AE	xAf-a	خافانِّ	xAfAn~i	390	OK		1aAo3	[xAf][xaf]	xAf/CV+An~i/CVSUFF_SUBJ:2D_MOOD:E	fear;be_afraid_(of)	[trans][trans]	[c-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C.E]_[CS:#^i+A-suff+v-suff]_[CT:-]_[CF:#-a>+enc0:2*]	pos:verb asp:c vox:a per:2 gen:u num:d mod:e enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 XVox0 M0 PP0	0
6	OK-ONE	1	VERB.C2MP.AE	xAf-a	خافُنْ	xAfuno	390	OK		1aAo3	[xAf][xaf]	xAf/CV+uno/CVSUFF_SUBJ:2MP_MOOD:E	fear;be_afraid_(of)	[trans][trans]	[c-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:v-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C.E]_[CS:u-suff+v-suff+w-suff]_[CT:-]_[CF:#-aY||#-aA+enc0:2*]	pos:verb asp:c vox:a per:2 gen:m num:p mod:e enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 XVox0 M0 PP0	1
7	OK-ONE	1	VERB.C2FP.AE	xAf-a	خَفنانِّ	xafnAn~i	390	OK		1aAo3	[xAf][xaf]	xaf/CV+nAn~i/CVSUFF_SUBJ:2FP_MOOD:E	fear;be_afraid_(of)	[trans][trans]	[c-suff][v-suff]	P:[C]_[CS:-]_[CT:-]_[CF:-]	X:[C]_[CS:trans]_[CT:c-suff]_[CF:#-A'+#-a>+#-aA+#-aY+#-iy+#-iy'+#-uw+#-uw'+#-}iy]	S:[C.E]_[CS:#^i+c-suff]_[CT:-]_[CF:#n+enc0:2*]	pos:verb asp:c vox:a per:2 gen:f num:p mod:e enc0:0 prc0:0 prc1:0 prc2:0 prc3:0	PS0 OK FSE0 XVox0 M0 PP0	0
8	OK-ZERO-CV-PER	0	VERB.C3MS.AE	xAf-a			390	OK		1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 FSE0 XVox0 M0 PP0	1
9	OK-ZERO-CV-PER	0	VERB.C3FS.AE	xAf-a			390	OK		1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 FSE0 XVox0 M0 PP0	0
10	OK-ZERO-CV-PER	0	VERB.C3MD.AE	xAf-a			390	OK		1aAo3	[xAf][xaf]			[trans][trans]	[c-suff][v-suff]					PS0 FSE0 XVox0 M0 PP0	1
